"Job Title",Company,Area,"Employer Email","Employer Contact Number",Salary,"Lower Salary Range","Upper Salary Range","Job Highlights","Job Description","Career Level",Qualification,"Years of Experience","Job Type","Company Website","Job Link","Job Functions",Industry,"Search Term","Date Posted","Date Scraped","Data Source",jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
"System Analyst – BI / Reporting Lead","Vita Green Health Products Company Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Leading health products company', 'Work life balance culture', 'Great career opportunity']","['About the job:', 'Responsible and fully in charge of BI, Data Analytics and Reporting areas in IT', 'Able to lead business conversations, gather user requirements and come up with functional and technical specifications\xa0', 'Demonstrate and recommend solutions with POC', 'Being a leader and subject matter expert on latest business intelligence, data analytics, data warehouse and reporting technologies / tools', 'Participate in new projects and manage external vendor to deliver the agreed tasks', 'Develop new and enhance existing retail intelligence and reporting solutions', 'Conduct vendor evaluation to propose the right solutions', 'Assist in other development tasks as needed and assigned by management', 'About the talent:', 'Degree holder in Computer Science, Information Management or related disciplines\xa0', 'At least 5 to 8 years’ relevant experiences in IT related projects and business requirement', 'Familiar with at least one of latest BI tools such as Oracle BI, Tableau, Qlik View or Power BI', 'Experience with Datawarehouse and Database technologies, such as Oracle ADW, MS SQL and Oracle Database', 'Proficient in .NET programming, SQL and familiar with SSRS report development', 'Experience in retail intelligence and acquired retail domain knowledge in previous companies is a big plus', 'Strong analytical, teamwork, detailed oriented and problem-solving skills', 'Strong\xa0project planning and communication skills', 'Strong can-do attitude and fast learner', 'Candidates with less experience will be considered as Senior Analyst Programmer', 'Immediate availability is preferred\xa0', 'What we offer:', 'A Career opportunity with the market leader in health product sector.', 'Casual wear everyday to enjoy your work.', 'Fun working culture with challenges to learn and grow together', 'Career with the market leader in health product sector from Hong Kong', 'Rapid growth opportunities for strong performers', 'Attractive staff purchase discount to experience our quality products.', 'Interested parties, please send full resume with last & expected salary and date of available by clicking ‘Apply Now’', 'Personal data collected is for recruitment purpose only. For corporate information, please visit:\xa0', 'www.vitagreen.com']",Senior,Degree,5,"Full Time, Permanent",http://www.vitagreen.com,/hk/en/job/system-analyst-bi-reporting-lead-100003008787756,"Information Technology (IT), IT Project Management / Team Lead, Others, Data Scientist","Health & Beauty Care","Data Scientist",10-04-2021,22-10-2021,JobsDB,NULL,1,NULL,1,NULL,NULL,1,NULL
"Business Analyst - IT & Construction Industry","dRoW Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['0-3 years of working experience', 'Background in IT or construction preferable', 'Good potential with opportunities for growth']","['dRoW (Digital Record of Works)', ' is a project management platform for all aspects of construction.', 'We’re looking for young and energetic people to join the team who are as excited as we are to help build the platform that empowers the construction industry to become truly paperless.', 'Why us?', 'Young and Energetic', '\xa0- We work hard, we play hard together as a close-knit group.', 'Continued Growth', '\xa0- We encourage our staff to learn on the job and experiment with new technologies.', 'We Listen', '\xa0- We greatly value our staff’s opinions. We make critical decisions together as a team.', 'Potential', '\xa0- The construction industry is one of the slowest to adopt new technologies. dRoW strives to be a difference maker in a slow-moving industry.', 'Benefits', '\xa0- Medical insurance, Performance bonus, Double Pay.', 'Roles and responsibilities:', 'Involve in requirements gathering with end users and different stakeholders', 'Involve in system setup and perform system customization for clients using interfaces in dRoW platform', 'Prepare reports and manuals for clients', 'Liaise with clients and development team about system enhancement requests and bugs', 'Implement UAT testing and follow up', 'Manage enhancement projects, cooperate with different parties to ensure success criteria and timelines are met', 'Handle ad-hoc assignments and projects as assigned by seniors and management.', 'Requirements / Qualifications:', 'Diploma or Degree holder, preferably in an IT discipline or equivalent', '0-3 years of working experience', 'Strong analytic, communication and problem solving skills', 'Good Command in Cantonese, English and Mandarin', 'Experiences or knowledge in programming will be an advantage', 'Proficient in Microsoft Office applications', 'For more information please go to our website at ', 'https://drow.cloud']",Entry,"Non-Degree Tertiary",-1,"Full Time, Permanent","Not Specified",/hk/en/job/business-analyst-it-construction-industry-100003008802106,"Information Technology (IT), Product Management / Business Analyst",Architecture/Building/Construction,"Data Scientist",10-08-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
"Database Administrator","NTT DATA Hong Kong Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Database Software', 'MySQL , MS SQL , AWS', '2 to 4 years of experience in database admin']","['Who We Are:', 'NTT DATA is part of NTT Group, one of the largest ICT providers in the world with revenues of over USD 100B and over 220,000 employees worldwide.\xa0\xa0 NTT DATA is a world-leading System Integration and Consulting company, with a Card & Payments Division of over 1,000 employees, and payment systems processing over 460 million transactions per month.\xa0\xa0 NTT Data has established its global payment hub headquarters in Hong Kong, which is responsible for spearheading and expanding the payment service provider and acquiring services worldwide to our premium client base which represents over 10,000 enterprise class clients and 80% of the Fortune Global 100.\xa0\xa0', 'Who We Are Looking For:', 'We are currently seeking a highly competent and experienced Database Administrator to join NTT DATA’s global payment hub, which is headquartered in Hong Kong. This person will be responsible for the performance, integrity and security of a database. Team player is a must, specific duties include:', 'Job Responsibilities', 'Working with database software to find ways to store, organise and manage data', 'Troubleshooting and keeping database up to date', 'Responsible for database design and development and management', 'Designing maintenance procedures and putting them into operation', 'Liaising with programmers and other technical staff', 'Managing database security/integrity and backup procedures', 'Testing and modifying databases to ensure that they operate reliably', 'Writing disaster recovery plans', 'Basic Requirements:', 'Bachelor’s degree in computer science or a related field', 'Two to four years of experience in database administration, information technology, database architecture, or a related field', 'Proven ability to quickly learn and understand complex topics', 'Advanced knowledge of database security, backup and recovery, and performance monitoring standards', 'Understanding of relational and dimensional data modelling', 'Extensive experience with database technologies (MySQL, MS SQL)', 'Experience with cloud services (AWS) a plus', 'Fantastic presentation and communication skills (both written and oral).', 'Strong attention to detail, accuracy, and follow-through.', 'Understanding of payment industry is a plus.']",Middle,Degree,2,"Full Time","Not Specified",/hk/en/job/database-administrator-100003008804377,"Information Technology (IT), DBA","Information Technology","Data Scientist",10-08-2021,22-10-2021,JobsDB,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
"Data Engineer","Optimum Solutions (Hong Kong) Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Data', 'Hadoop', 'Data Analytics']","['Responsibilities:', 'Curate, design, and catalogue high quality data models to ensure that data is accessible and reliable', 'Build highly scalable data processing frameworks for use across a wide range of datasets and applications', 'Provide data-driven insight and decision-making critical to the business processes, in order to expose data in a scalable and effective manner', 'Understanding existing and potential data sets in both an engineering and business context', 'Deploy modern data management tools to curate our most important data sets, models, and processes, while identifying areas for process automation and further efficiencies', 'Evaluate, select, and acquire new internal & external data sets that contribute to business decision making', 'Engineer streaming data processing pipelines', 'Drive adoption of Cloud technology for data processing and warehousing', 'Engage with data consumers and producers in order to design appropriate models to suit all needs\xa0', 'Experience:', '\xa02-3 (for Associate level) or 5+ years (for VP) of relevant work experience in a team-focused environment', 'A Bachelor’s degree (Masters preferred) in a computational field (Computer Science, Applied Mathematics, Engineering, or in a related quantitative discipline)', 'Working knowledge of more than one programming language (Python, Java, C++, C#, etc.)', 'Extensive knowledge and proven experience applying domain driven design to build complex business applications', 'Deep understanding of multidimensionality of data, data curation and data quality, such as traceability, security, performance latency and correctness across supply and demand processes', 'In-depth knowledge of relational and columnar SQL databases, including database design', 'General knowledge of business processes, data flows and the quantitative models that generate or consume data', 'Excellent communications skills and the ability to work with subject matter expert to extract critical business concepts', 'Independent thinker, willing to engage, challenge or learn', 'Ability to stay commercially focused and to always push for quantifiable commercial impact', 'Strong work ethic, a sense of ownership and urgency', 'Strong analytical and problem-solving skills', 'Ability to collaborate effectively across global teams and communicate complex ideas in a simple manner', 'Financial Services industry experience', 'Experience with the Hadoop eco-system (HDFS, Spark)', 'Experience with Business Intelligence and Data Visualization tools such as Tableau or QlikView']",Entry,"Not Specified",-1,Contract,"Not Specified",/hk/en/job/data-engineer-100003008782226,"Information Technology (IT), Application Specialist - Software, Others, Data Scientist","Information Technology","Data Scientist",09-30-2021,22-10-2021,JobsDB,NULL,1,1,1,1,1,NULL,NULL
"Infrastructure Specialist (over 60K, AD & Windows)","CL Technical Services Limited.","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['SDWAN', 'Helpdesk Service', 'Government Projects']","['Job Duties:', 'Prepare for SDWAN deployment including formulating action plans, conducting site visits to remote\xa0offices and overseeing contractors for facilities implementation', 'Assist his/her supervisor in planning server room design, working with contractors for', 'constructing the server rooms and implementing the related facilities', 'Provide on-going administration and technical support and assist his/her supervisor in supporting the\xa0daily operations and document review of the IT Helpdesk Service\xa0', 'Support ad hoc assignments/projects', 'Job Requirements:', 'Higher Diploma or Degree holder in Computer science, information technology or related discipline.', 'Solid experience in Windows 10 server support for an IT infrastructure', 'Experienced in infrastructure upgrade', 'Solid experience in Microsoft Active Directory Administration, Server Virtualisation Technology', 'Preferably with experience in SDWAN setup and deployment']",Entry,"Not Specified",-1,"Full Time",http://www.clts.com,/hk/en/job/infrastructure-specialist-over-60k-ad-windows-100003008817848,"Information Technology (IT), Support, Application Specialist - Network, Network & System","Information Technology","Data Scientist",10-17-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Associate – Audit Analytics (2021 Intake)",BDO,"Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Support IT Audit and Audit Analytics Engagements', 'Technology Savvy', 'Excellent career prospects']","['Responsibilities:', 'As an Associate, you will be closely coached by experienced team members to perform IT control reviews and audit analytics. You are responsible to identify and examine IT control deficiency which will induce the audit risk in the risk assessment process, design and execute appropriate data analytics test to address audit risk. You are required to evaluate the effectiveness of IT general controls and application controls of clients’ system. You will also assist in the development of visualisation templates and dashboards for Audit Data Analytics', 'Requirements', ':', 'Degree in Information Systems, Computer Science, Data Science, Statistics, Accounting, Finance or other relevant field', 'Strong interest in the connection between Information Technology and Finance', 'Excellent command of written and spoken English and Chinese, including Putonghua', 'Be passionate about providing exceptional quality service and striving to exceed client expectations', 'We are an equal opportunity employer, and offer excellent prospects and career development for the right candidate.\xa0\xa0\xa0Interested parties please send your application\xa0with full career history, current and expected salary by clicking\xa0Apply Now button below.', 'Applications will be treated in strict confidence. Personal data collected will be used for recruitment purposes only.']",Entry,Degree,-1,"Full Time, Permanent",http://www.bdo.com.hk,/hk/en/job/associate-audit-analytics-2021-intake-100003008800318,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), IT Auditing, Others, Student / Fresh Graduate / No Experience","Accounting/Audit/Tax Services","Data Scientist",10-07-2021,22-10-2021,JobsDB,NULL,NULL,1,NULL,NULL,NULL,1,NULL
"AI System Architect/ System Analyst/ Analyst Programmer/ Data Scientist/ Engineer (HK$35K - $80K)","Global Executive Consultants Limited.","Not Specified",NULL,NULL,"AI System Architect/ System Analyst/ Analyst Programmer/ Data Scientist/ Engineer (HK$35K - $80K)",35,80,"['Setting up a new IT Team for Big Data analysis', 'Retail or Online application background', 'Conduct analysis on customers’ habit']","['Our Client is looking for enthusiastic team players in software development and data analysis who agree on the core value to help business and make a change to the retail market.\xa0 These positions will form a team to create core software applications and apply worldwide. \xa0Our client is seeking tech-savvy team players with keen knowledge and interest in cutting edge technologies.', 'Responsibilities:-', 'Work closely with business development team to develop AI applications', 'Explore and visualize the data with algorithms to address the business models', 'Collaborate with the team to design the products architecture', 'Provide recommendation to the Business team and deploy applications for production', 'Requirements:-', 'Master/Degree holder in Computer Science, Data Science, Physics, Mathematics or related discipline', 'At least 2 years of experience with machine learning, deep learning, natural language processing or artificial intelligence', 'Familiar with algorithm development by Python or TensorFlow, etc.', 'Experience in Java/ Python, C/C++, R and Tensorflow/ PyTorch/ H2O/ Keras/ Scikit Learn etc.', 'Strong ability to work in a fast-paced, highly collaborative environment', 'Possess a wide degree of creativity and flexibility', 'Team Player with good communication skills in English and Chinese']",Middle,Degree,-1,"Full Time, Permanent, Contract",http://www.globexec.com,/hk/en/job/ai-system-architect-system-analyst-analyst-programmer-data-scientist-engineer-hk%2435k-%2480k-100003008783387,"Information Technology (IT), Application Specialist - Software, Software Development, Data Scientist","Human Resources Management/Consultancy","Data Scientist",09-30-2021,22-10-2021,JobsDB,57.5,NULL,NULL,NULL,1,1,1,1
"Data Engineer","Laboratory for AI-Powered Financial Technologies Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Attractive remuneration package', 'Welcome passionate graduates', 'Big data analytics']","['The Laboratory for AI-Powered Financial Technologies Limited (AIFT) aims to be a leading research center on the financial technologies and services.\xa0We are seeking for ', 'passionate and talented', '\xa0', 'Data Engineer', '\xa0to join our growing team. In this position, you will play a key role in big data analytics and software development on the FinTech projects.', 'Key Accountabilities', 'Design, implement and document the big data analytics and software applications for the financial projects.', 'Research, test, benchmark and evaluate the new machine learning and cloud computing technologies.', 'Assist in system design according to project requirements, as well as program testing and deployment of systems.', 'Provide various technical and programming supports to the project team.', 'Qualification / Knowledge & Experience', 'Bachelor or above in Computer Science / Information Technology or related discipline.', '3 years or above experience in software development.', 'Solid development experience in (e.g., Python, Java and C++).', 'Hands-on experience in the major database systems (e.g., MySQL, MongoDB, Spark or Hadoop).', 'Knowledge or experience with machine learning and AI is a plus.', 'Experience in the well-known data analytics challenges, International Collegiate Programming Contest or Mathematical Contest in Modeling is highly preferred.', 'Candidate with less experience will be considered as Assistant Engineer.', 'Fresh graduates are welcome.', 'Good command of both spoken and written English and Chinese.', 'Salary offered will be highly competitive, commensurate with qualifications and experience. Fringe benefits will be provided.', 'All information will be treated in strict CONFIDENTIAL and will be only used for this recruitment.']",Entry,Degree,-1,"Full Time","Not Specified",/hk/en/job/data-engineer-100003008783310,"Information Technology (IT), Software Development, Sciences, Lab, R&D, Research & Development (R&D), Data Scientist","Information Technology","Data Scientist",09-30-2021,22-10-2021,JobsDB,NULL,1,NULL,NULL,1,1,NULL,NULL
"API Programmer/System Analyst (E-commerce Platform)","Hong Kong Broadband Network Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Programmer - System Analyst ladder, depends on exp', 'Analyse, design and setup API integration in Mule', 'Hands on experience on Azure Function, AWS Lambda']","['This\xa0position will be under HOME+ e-commerce platform', 'This position can be\xa0', 'Programmer/ Senior Programmer/ Analyst Programmer/ System Analyst, depends on experiences', 'The purpose to you with this career opportunity will be...', 'Develop web application with latest technologies.', 'Working with a highly dynamic and innovative team in Agile/Scrum approach.', 'What efforts you need to make for this role?', 'Collaborate with Business Analysts, Programmer to resolve issues and ensuring solutions are viable and consistent', 'Analyse, design and setup API integration in Mule', 'Analyse, design and develop RESTful API for system integration', 'Liaise with users to track system requirements and features', 'Review existing systems/ API design and develop the enhancement', '\xa0', "Let's check if you are/ have…", 'Higher diploma/Degree holder in Computer Science, Engineering or equivalent', "0-5 years' working experience in software development", 'Hands on experience on RESTful API/ GraphQL', 'Hands on experience on GitLab/ GitHub is an advantage', 'Hands on experience on Mulesoft is an advantage', 'Experience on API Integration with internal system and third-party software is an advantage', 'Innovative and strong analytical skill', 'Keen on technology and able to pick up latest technical skills', 'Fresh graduates', ' are welcome and considered as ', 'Programmer', 'Candidates with ', 'more experience', ' can be considered as ', 'System Analyst']",Entry,Degree,2,"Full Time",http://www.hkbn.net/2012/,/hk/en/job/api-programmer-system-analyst-e-commerce-platform-100003008812023,"Information Technology (IT), Application Specialist - Software, Software Development, E-commerce, Software Development",Telecommunication,"Data Scientist",10-12-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
"Assurance - Audit Services - FS - iData Analytics and Enablement - Senior - Hong Kong",EY,"Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Transform a variety of client financial data', 'Implement solutions for audit data issues', 'University degree or above']","['FSO Assurance Senior – iData analytics and enablement', 'Assurance Business Service specialise in delivering high quality and efficient audit and advisory services to a portfolio of clients, understanding the enterprise-wide view of business risk and how this risk can be effectively managed. We use state-of-the-art diagnostic tools to evaluate business processes and controls, and advanced technology in knowledge sharing.', 'We currently are seeking qualified candidates for an excellent career and leadership opportunity in our Assurance Financial Service Organization (FSO) group. Our talented and dedicated\xa0FSO professionals deliver audit solutions to many types of entities including funds, banks and insurance companies.\xa0', '\xa0', 'The opportunity', 'EY are looking for a talented and experienced analyst to assist the Assurance business in a dynamic client facing data analytics team.', 'The role of Senior – idata analytic and enablement, based in Hong Kong, will be responsible for designing and delivering a range of data analytics with direct exposure to internal and external clients alike; promoting, demonstrating and delivering the benefits from the use of data analysis in an audit context.', 'Responsibilities, Qualifications, Certifications - External', 'Responsibilities:', 'Your key responsibilities', 'Transform a variety of client financial data for use in our state of the art audit tools dedicated for audit data analytics in consultation with the audit teams', 'Identify, investigate, recommend and implement solutions for audit data issues', 'Provide business insights through visualisation, trend and correlation analyses', 'Develop your data handling, analytical and client systems skills by way of working on a broad range of client systems and data issue scenarios', 'Coordinate and assist to deliver on a portfolio of data analytics engagements', 'Work on audit innovation projects and use programming tools/ robotics software to automate manual audit tasks for efficiency and cost savings', 'Potentially liaise with in-country talent hub to efficiently deliver standard and high quality data analysis', 'Requirements:', 'To qualify for the role you must have', 'University degree or above majoring in information systems, computer science, engineering, statistics, accounting, and/or business administration; Professional qualifications: CPA, CIA, CISA (preferable, but not a must)', 'Advanced knowledge of MS Excel and all MS Office Suite products, including Excel Macros and VBA programming is required', 'Experience with MS SQL Server/SQL Server Integration Services is a plus', 'Experience with Visualization and Dashboard building software is a plus.', 'Experience with AI/RPA/Automation software is a plus.', 'Experience with Python/ R or other programming languages is a plus.', 'Basic understanding of accounting/ auditing concepts with some working experience in financial audit/ IT audit is a plus', 'Ability to form productive working relationships with internal clients', 'What working at EY offers', 'Support, coaching and feedback from some of the most engaging colleagues around', 'Opportunities to develop new skills and progress your career', 'The freedom and flexibility to handle your role in a way that’s right for you', 'If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.', 'Join us in building a better working world.', 'Apply now.']",Senior,"Not Specified",-1,"Full Time, Permanent","Not Specified",/hk/en/job/assurance-audit-services-fs-idata-analytics-and-enablement-senior-hong-kong-100003008799011,"Accounting, Financial Analyst, Others, Information Technology (IT), IT Auditing","Accounting/Audit/Tax Services","Data Scientist",10-07-2021,22-10-2021,JobsDB,NULL,1,1,NULL,1,NULL,1,NULL
"Major Bank: IT Senior Business Analysts / BAs (Major Treasury Project - FX, Bonds, MM, etc.)","IT Solutions Limited.","Not Specified","['jobs @itsolutions.com.hk']",NULL,"Not Specified",NULL,NULL,"['Develop career path in Major Bank', 'Project involves Front Office to Back Office', 'e.g.: FX, Bonds, MM, Interest Rate']","['We are searching on behalf of a ', 'Major Bank', ' for ', 'Senior', '\xa0', 'Business Analysts', ' &', '\xa0Business Analysts', ' to work on a major ', 'Treasury System Revamp Project', ' for all Treasury Products from Front Office to Back Office.', 'Responsibilities:', 'Perform business analysis and user requirement studies\xa0', 'Act as the key interface between business users and technical developers', 'Write Test Plans and conduct User Acceptance Test', 'Prepare system documentation such as requirements specifications', 'Manage IT project implementation and testing\xa0', 'Requirements', ':', 'Degree in Computer Science or Finance or Business Admin or related discipline', '3+ Year working experience, preferably in Financial Markets Banking backgrounds', 'Experience and knowledge in some of the Treasury products, e.g.: FX / Bullion interbank trade, FX / Bullion margin trading,\xa0Money Markets, Fixed Income Investment, Derivatives etc...\xa0', 'Experience in coordinating users and user requirement analysis and User Acceptance Testing', '**Candidates with less experience will be considered as Business Analyst', 'Benefits:', 'Attractive remuneration will be offered to the successful candidate.', 'Excellent opportunity to further develop your professional skills in\xa0Investment in a\xa0major banking environment.', 'If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:', 'jobs @itsolutions.com.hk', '\xa0', 'or', 'Please click the Apply Now button and attach your cv in MS Word Format, specifying your availability, current and expected salaries.', 'Personal data collected will be used for recruitment purposes only.', 'IT Solutions Ltd.', 'Suite 2102', '21/F Lucky Building', '39 Wellington Street', 'Central, Hong Kong', '(P.S. We do not process applications from overseas for this position)']",Entry,Degree,3,"Full Time","Not Specified",/hk/en/job/major-bank%3A-it-senior-business-analysts-bas-major-treasury-project-fx-bonds-mm-etc-100003008819276,"Banking / Finance, Investment, Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst","Information Technology","Data Scientist",10-16-2021,22-10-2021,JobsDB,NULL,NULL,1,NULL,NULL,NULL,1,NULL
"Data Analyst (Power BI) - Online Retail","Ecosa - KR Global Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Multinational Online Retail Company', 'Experience with Tableau / PowerBI is a must', 'Strong analytical mind and business acumen']","['Why join us?', "We focus heavily on online retail and we sell internationally, as such we follow global e-commerce trends closely which offers much more learning opportunities for you as compared to Hong Kong's lagging behind e-commerce development. Want to know what it takes to be a competitive e-commerce store? Join us now and explore how data analysis can drive business success for a multinational online retail brand! By the way, we are using Alteryx and Power BI!\xa0", 'Roles and responsibilities:', 'Provide analysis and insights from various data sources to support data warehouse and BI', 'Participate in development & integration testing in ETL process and dashboard development', 'Understand business requirements and transform analysis into\xa0', 'visualization', 'Assist with coordination of reporting BI and issue resolutions', '\xa0', 'Requirements:', 'Degree holder in Computer Science, Business Information, Statistics or related disciplines', 'Experience in working e-commerce business is a plus', 'Minimum 1-2 years of relevant experience in Data Warehousing, ETL processes, Data Analytics, OLAP', 'Familiar with data visualization tool such as Power BI, Tableau, Qlik View', 'Hands-on experience in SQL, Python', 'Hands-on experience in ETL tools such as Alteryx, SSIS, SAS', 'Independent , proactive, comfortable with multitasking', 'Good communication skills and logical mind', 'Good command of both written and spoken English and Cantonese', '\xa0', 'Want to join us? Competitive remuneration package will be offered to the right candidate.\xa0 Please send your application with availability and present & expected salaries by clicking "Apply Now".', 'All personal data collected will be used for recruitment purposes only.']",Middle,"Non-Degree Tertiary",4,"Full Time, Permanent","Not Specified",/hk/en/job/data-analyst-power-bi-online-retail-100003008779564,"Information Technology (IT), Product Management / Business Analyst, E-commerce, Product Management / Business Analyst, Data Scientist","Wholesale / Retail","Data Scientist",09-29-2021,22-10-2021,JobsDB,NULL,1,NULL,1,1,NULL,1,NULL
"Quality Assurance Specialist","Cornerstone Technologies Holdings Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Review requirements/specification/technical design', 'Create comprehensive/well-structured test plans', 'Degree holders in Computer Science or IT related']","['We are seeking high caliber people like you to join us to fast-track your career with\xa0Cornerstone Technologies.', 'Responsibilities:\xa0', 'Review requirements, specifications and technical design documents to provide timely and meaningful feedback', 'Create detailed, comprehensive and well-structured test plans and test cases', 'Document all testing results in conjunction with test plans.', 'Estimate, prioritize, plan and coordinate testing activities', 'Design, develop and execute automation scripts', 'Identify, record, document thoroughly and track bugs', 'Analyze defects/test results and be able to deduct the chain of events leading to a failure.', 'Perform thorough regression testing when bugs are resolved', 'Support UAT and system rollout', 'Assist system analyst for various ad hoc task', 'Requirements:', 'Bachelor degree holders in Computer Science or IT related disciplines', 'Minimum of 2 years solid experience in software testing', 'Strong knowledge of software QA methodologies and processes', 'Experience in writing clear, concise and comprehensive test plans and test cases', 'Experience using the test automation and load test tools such as Selenium and Jmeter is an advantage', 'Hands-on experience with both white box and black box testing', 'Experience with performance and/or security testing is a plus', 'Effective verbal and written communication in English and Chinese.', 'Good leadership, analytical, inter-personal, problem solving skills and able to work independently.', 'We offer 5-day work and medical benefits to the successful candidates. Interested parties please send your full CV with current and expected salary in MS Word format to the Human Resources & Administration Manager.', 'To know more about us, please visit our website at ', 'https://www.cstl.com.hk.', 'We are an equal opportunity employer and welcome applications from all qualified candidates.', 'Personal data collected will be treated in strict confidence and used only for recruitment-related purpose. Applicants who have not heard from us within four weeks may consider their applications unsuccessful. All personal data will be destroyed after 6 months.']",Entry,Degree,2,"Full Time, Permanent","Not Specified",/hk/en/job/quality-assurance-specialist-100003008814909,"Information Technology (IT), Testing / QA, Technical Writing","Electronics/Electrical Equipment","Data Scientist",10-15-2021,22-10-2021,JobsDB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Data Scientist - Mox  - (2100011749)","Standard Chartered Bank (Hong Kong) Limited","Not Specified",NULL,NULL,"Not Specified",NULL,NULL,"['Degree holder in Statistics, Mathematics', 'Experience on using business intelligence', 'Like manipulating data sets and building']","['About Standard Chartered\xa0', 'We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.\xa0', "To us, good performance is about much more than turning a profit.\xa0 It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.", "We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.", 'As one of the biggest banks in market, we are rapidly expanding by growing a new virtual banking business in Hong Kong. We see ourselves as a fast growing start-up company where you will enjoy autonomy and teamwork at the same time, solving new and exciting problems in a nimble and agile way. Join us and be part of history making for future banking experience!', 'The Role Responsibilities', 'We are looking for a curious and adaptable Data Scientist to complement our Growth team. Your mission is to enable the company to make fast decisions of which you have helped to uncover. Your role is to guide us at Mox as we go through our different stages of growth. You will have a chance to interact across the whole company and contribute to the building of a robust data-led decision-making culture.\xa0The Growth team is responsible for discerning signals from noise in order to optimise clear metrics that we use to track our performances on acquisition, activation, retention, referral, and revenue. You will be able to:', 'To work cross-functionally with design and research, engineering, finance, marketing, operations, and Product Management', 'Establish and refine our behavioural segmentation models', 'Tell a compelling data story about how our customers behave within our ecosystem and advise business what possible paths to take', 'Advice on how we may increase our data quality and accuracy of our data sources', 'Run and lead data-led experiments to continually refine our customer-led value proposition.\xa0', 'Our Ideal Candidate', 'Degree holder in Statistics, Mathematics, Computer Science, or an equivalent field', 'Experience on using business intelligence tools (e.g. Tableau, Data Studio, PowerBI, Looker, or equivalent) to visualise and explore data', 'Like manipulating data sets and building statistical models\xa0', 'Have experience working with a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and understand their real-world advantages/drawbacks', 'Used both Python and SQL to manipulate data and draw insights from large data sets', 'Have a passion for discovering solutions hidden in large data sets and working side-by-side with stakeholders to improve business outcomes', 'Possess excellent written and facilitation skills for articulating your main points on a given topic', 'Enjoy working in an Agile environment and have used tools that help organisations to do that well (e.g. Atlassian Suite, Slack, etc.)', 'Applied solutions based on behavioural psychology', 'Worked with Apache Kafka and microservices before', 'Worked with AWS S3, AWS Glue, AWS Athena, and Jupyter stack before.\xa0', 'Apply now to join the Bank for those with big career ambitions.']",Middle,Degree,-1,"Full Time","Not Specified",/hk/en/job/data-scientist-mox-2100011749-100003008777037,"Information Technology (IT), Others, Data Scientist","Financial Services","Data Scientist",09-29-2021,22-10-2021,JobsDB,NULL,1,1,1,1,NULL,NULL,1
